ID de produto único,peso dos produtos,especifica se o produto tem baixo teor de gordura ou não,porcentagem da área total de exibição de todos os produtos em uma loja alocada para o produto específico,a categoria à qual o produto pertence,Preço máximo de varejo (preço listado) dos produtos,ID de loja única,ano de criação dos pontos de venda,o tamanho da loja em termos de área coberta,o tipo de cidade em que a loja está localizada,(variável de destino) vendas do produto na loja específica
NCV53,8.27,Low Fat,0.018810044,Health and Hygiene,240.488,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD16,20.5,Low Fat,0.036426823,Frozen Foods,734.696,OUT045,2002,,Tier 2,Supermarket Type1
FDP24,20.6,Low Fat,0.082988383,Baking Goods,1.200.756,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ25,8.63,Regular,0.028334038,Canned,1.729.422,OUT045,2002,,Tier 2,Supermarket Type1
FDM38,5.885,Regular,0.092753767,Canned,529.982,OUT035,2004,Small,Tier 2,Supermarket Type1
NCT18,14.6,Low Fat,0.099432046,Household,1.795.976,OUT010,1998,,Tier 3,Grocery Store
FDM34,19,Low Fat,0.067552435,Snack Foods,1.325.626,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRH37,17.6,Low Fat,0.06965725,Soft Drinks,1.664.526,OUT010,1998,,Tier 3,Grocery Store
NCE07,8.18,Low Fat,0.013119104,Household,1.434.154,OUT013,1987,High,Tier 3,Supermarket Type1
FDG12,6.635,Regular,0.006320842,Baking Goods,1.189.098,OUT013,1987,High,Tier 3,Supermarket Type1
FDB59,18.25,Low Fat,0.025573744,Snack Foods,1.984.084,OUT010,1998,,Tier 3,Grocery Store
FDS10,19.2,Low Fat,0,Snack Foods,1.791.318,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDN21,18.6,Low Fat,0,Snack Foods,1.615.236,OUT010,1998,,Tier 3,Grocery Store
FDM02,12.5,reg,0.073884594,Canned,884.198,OUT045,2002,,Tier 2,Supermarket Type1
FDO44,12.6,Low Fat,0.087589175,Fruits and Vegetables,1.123.228,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCN17,11,Low Fat,0.055249787,Health and Hygiene,1.023.358,OUT017,2007,,Tier 2,Supermarket Type1
FDH16,10.5,Low Fat,0.052769434,Frozen Foods,91.883,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL44,18.25,Low Fat,0.012275118,Fruits and Vegetables,1.603.894,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY47,8.6,Regular,0.054792647,Breads,128.231,OUT017,2007,,Tier 2,Supermarket Type1
DRI39,13.8,Low Fat,0.097062093,Dairy,54.993,OUT046,1997,Small,Tier 1,Supermarket Type1
NCX54,9.195,Low Fat,0.048255647,Household,1.043.622,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE59,12.15,Low Fat,0.062287818,Starchy Foods,362.532,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO46,9.6,Regular,0.014241321,Snack Foods,1.886.872,OUT045,2002,,Tier 2,Supermarket Type1
DRE13,6.28,Low Fat,0.027705102,Soft Drinks,880.198,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW14,8.3,Regular,0.038179738,Dairy,887.198,OUT013,1987,High,Tier 3,Supermarket Type1
FDF35,15,Low Fat,0.153989327,Starchy Foods,1.077.938,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO50,,Low Fat,0.136863372,Canned,903.804,OUT019,1985,Small,Tier 1,Grocery Store
DRF49,7.27,Low Fat,0.071479984,Soft Drinks,1.149.518,OUT017,2007,,Tier 2,Supermarket Type1
FDT60,12,low fat,0.075665767,Baking Goods,1.258.388,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP38,10.1,Low Fat,0.032167198,Canned,487.008,OUT045,2002,,Tier 2,Supermarket Type1
FDA31,,Low Fat,0.10947895,Fruits and Vegetables,172.608,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY52,6.365,Low Fat,0.012299525,Frozen Foods,625.536,OUT010,1998,,Tier 3,Grocery Store
FDD03,,Low Fat,0.079419801,Dairy,231.93,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN52,9.395,Regular,0.132105843,Frozen Foods,853.198,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU20,19.35,Regular,0.035915541,Fruits and Vegetables,1.196.098,OUT010,1998,,Tier 3,Grocery Store
FDD22,10,Low Fat,0.099630851,Snack Foods,1.100.544,OUT035,2004,Small,Tier 2,Supermarket Type1
NCB55,,Low Fat,0.281300211,Household,584.562,OUT019,1985,Small,Tier 1,Grocery Store
FDN27,20.85,Low Fat,0.03964273,Meat,1.189.808,OUT045,2002,,Tier 2,Supermarket Type1
FDD16,20.5,Low Fat,0.036322846,Frozen Foods,765.696,OUT013,1987,High,Tier 3,Supermarket Type1
FDW48,18,Low Fat,0.008540823,Baking Goods,789.618,OUT046,1997,Small,Tier 1,Supermarket Type1
DRN35,8.01,Low Fat,0.070390053,Hard Drinks,350.532,OUT045,2002,,Tier 2,Supermarket Type1
FDX25,16.7,Low Fat,0.102214447,Canned,1.807.292,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRD49,9.895,Low Fat,0.168091997,Soft Drinks,2.364.564,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE21,,Low Fat,0.040173186,Fruits and Vegetables,1.142.492,OUT019,1985,Small,Tier 1,Grocery Store
FDN44,13.15,Low Fat,0.022791301,Fruits and Vegetables,158.692,OUT035,2004,Small,Tier 2,Supermarket Type1
DRC01,5.92,Regular,0.019229854,Soft Drinks,475.692,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK30,14.85,Low Fat,0.060978568,Household,2.523.698,OUT046,1997,Small,Tier 1,Supermarket Type1
FDU39,18.85,Low Fat,0.036007962,Meat,587.562,OUT013,1987,High,Tier 3,Supermarket Type1
FDB49,8.3,Regular,0.03012626,Baking Goods,987.384,OUT013,1987,High,Tier 3,Supermarket Type1
FDS12,9.1,Low Fat,0.174471667,Baking Goods,1.258.362,OUT045,2002,,Tier 2,Supermarket Type1
FDR57,5.675,Regular,0.023592684,Snack Foods,1.568.288,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX22,,Regular,0.022863556,Snack Foods,2.089.928,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC60,5.425,Regular,0.114377142,Baking Goods,903.514,OUT013,1987,High,Tier 3,Supermarket Type1
NCE42,21.1,Low Fat,0.010618776,Household,2.325.958,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK42,7.475,Low Fat,0.013140426,Household,2.162.192,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRE01,10.1,Low Fat,0.168100696,Soft Drinks,2.428.512,OUT017,2007,,Tier 2,Supermarket Type1
FDE57,9.6,Low Fat,0.036432936,Fruits and Vegetables,1.412.154,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRK59,,Low Fat,0,Hard Drinks,2.341.616,OUT019,1985,Small,Tier 1,Grocery Store
FDB10,,Low Fat,0.066882664,Snack Foods,235.559,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ25,8.63,Regular,0.028276692,Canned,1.736.422,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY26,20.6,Regular,0.030683106,Dairy,2.103.244,OUT017,2007,,Tier 2,Supermarket Type1
FDG28,9.285,Regular,0.04935691,Frozen Foods,2.436.144,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM14,13.8,Low Fat,0.01328459,Canned,1.084.254,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCH29,5.51,LF,0.034527402,Health and Hygiene,987.726,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDD48,10.395,Low Fat,0.030205578,Baking Goods,1.149.176,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC17,12.15,Low Fat,0.015492081,Frozen Foods,2.103.928,OUT045,2002,,Tier 2,Supermarket Type1
DRH49,,Low Fat,0,Soft Drinks,823.592,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN44,13.15,Low Fat,0.022888471,Fruits and Vegetables,160.292,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC29,8.39,Regular,0.02425475,Frozen Foods,1.140.176,OUT045,2002,,Tier 2,Supermarket Type1
DRK01,,Low Fat,0.106915719,Soft Drinks,934.436,OUT019,1985,Small,Tier 1,Grocery Store
FDD48,10.395,LF,0.030329279,Baking Goods,1.142.176,OUT017,2007,,Tier 2,Supermarket Type1
FDB59,18.25,LF,0,Snack Foods,1.989.084,OUT013,1987,High,Tier 3,Supermarket Type1
FDY45,17.5,Low Fat,0.043756539,Snack Foods,2.529.356,OUT010,1998,,Tier 3,Grocery Store
FDX60,14.35,Low Fat,0.080578893,Baking Goods,77.996,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT09,15.15,Regular,0.020526251,Snack Foods,1.315.284,OUT010,1998,,Tier 3,Grocery Store
DRB24,8.785,Low Fat,0.020661048,Soft Drinks,1.535.656,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL13,13.85,Regular,0.056307919,Breakfast,231.83,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN16,12.6,Regular,0.062688433,Frozen Foods,102.599,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK57,10.195,Low Fat,0.080226072,Snack Foods,121.244,OUT013,1987,High,Tier 3,Supermarket Type1
FDO22,,Regular,0.017772986,Snack Foods,80.296,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC57,20.1,Regular,0.091380052,Fruits and Vegetables,194.482,OUT010,1998,,Tier 3,Grocery Store
FDZ13,,Regular,0.152751673,Canned,49.535,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDW27,5.86,Regular,0.150727772,Meat,1.549.314,OUT013,1987,High,Tier 3,Supermarket Type1
FDX10,6.385,Regular,0,Snack Foods,363.874,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY08,9.395,Regular,0.171772109,Fruits and Vegetables,1.404.838,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA49,19.7,LF,0.065288988,Canned,861.198,OUT017,2007,,Tier 2,Supermarket Type1
FDC32,18.35,Low Fat,0.099512729,Fruits and Vegetables,944.462,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO04,16.6,LF,0.026532188,Frozen Foods,535.614,OUT035,2004,Small,Tier 2,Supermarket Type1
NCZ54,14.65,Low Fat,0.083290021,Household,1.604.552,OUT013,1987,High,Tier 3,Supermarket Type1
FDY40,15.5,Regular,0,Frozen Foods,477.692,OUT045,2002,,Tier 2,Supermarket Type1
FDW36,11.15,Low Fat,0.057048102,Baking Goods,1.074.622,OUT045,2002,,Tier 2,Supermarket Type1
FDE11,17.7,Regular,0.135860131,Starchy Foods,1.834.924,OUT017,2007,,Tier 2,Supermarket Type1
DRE37,13.5,Low Fat,0.094410673,Soft Drinks,1.890.872,OUT045,2002,,Tier 2,Supermarket Type1
NCK19,9.8,Low Fat,0.09097735,Others,1.931.478,OUT017,2007,,Tier 2,Supermarket Type1
FDT19,7.59,Regular,0.145013434,Fruits and Vegetables,174.908,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE56,17.25,Regular,0.159518279,Fruits and Vegetables,615.194,OUT045,2002,,Tier 2,Supermarket Type1
FDZ57,10,Regular,0.063209707,Snack Foods,1.266.994,OUT010,1998,,Tier 3,Grocery Store
FDB35,12.3,Regular,0.064606757,Starchy Foods,930.804,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF09,6.215,Low Fat,0.020334777,Fruits and Vegetables,353.848,OUT010,1998,,Tier 3,Grocery Store
FDO34,17.7,Low Fat,0.029938936,Snack Foods,1.687.816,OUT046,1997,Small,Tier 1,Supermarket Type1
FDA55,17.2,Regular,0.056989027,Fruits and Vegetables,2.253.088,OUT046,1997,Small,Tier 1,Supermarket Type1
NCM18,13,Low Fat,0.082826206,Household,608.194,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ20,,Regular,0.175393386,Fruits and Vegetables,1.229.388,OUT019,1985,Small,Tier 1,Grocery Store
DRQ35,,Low Fat,0.074046871,Hard Drinks,1.258.388,OUT019,1985,Small,Tier 1,Grocery Store
FDG02,7.855,low fat,0.011251793,Canned,1.903.188,OUT013,1987,High,Tier 3,Supermarket Type1
NCU29,7.685,Low Fat,0.025581232,Health and Hygiene,144.676,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL27,,Low Fat,0.010579468,Meat,634.826,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCA54,16.5,Low Fat,0.036634668,Household,1.790.318,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ32,10.695,Low Fat,0.057781415,Fruits and Vegetables,625.536,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB21,,Low Fat,0.260040407,Fruits and Vegetables,2.419.854,OUT019,1985,Small,Tier 1,Grocery Store
FDR46,16.85,Low Fat,0.139391292,Snack Foods,145.976,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ32,7.785,reg,0.03813275,Fruits and Vegetables,1.054.964,OUT046,1997,Small,Tier 1,Supermarket Type1
DRF36,16.1,Low Fat,0.023710661,Soft Drinks,1.894.846,OUT017,2007,,Tier 2,Supermarket Type1
NCU54,8.88,Low Fat,0.099180226,Household,209.827,OUT017,2007,,Tier 2,Supermarket Type1
NCI31,20,Low Fat,0.081787178,Others,34.819,OUT017,2007,,Tier 2,Supermarket Type1
DRA59,8.27,reg,0.127903741,Soft Drinks,1.839.924,OUT035,2004,Small,Tier 2,Supermarket Type1
NCC55,10.695,LF,0,Household,374.848,OUT045,2002,,Tier 2,Supermarket Type1
FDE44,14.65,Low Fat,0.172086213,Fruits and Vegetables,494.692,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN26,10.85,Low Fat,0.028796724,Household,1.154.808,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC11,20.5,Low Fat,0.142013291,Starchy Foods,882.172,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV24,5.635,Low Fat,0,Baking Goods,149.405,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR40,,reg,0.014067174,Frozen Foods,800.618,OUT019,1985,Small,Tier 1,Grocery Store
NCQ17,10.3,Low Fat,0.117114354,Health and Hygiene,157.763,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC46,17.7,Low Fat,0.116778835,Snack Foods,1.850.266,OUT045,2002,,Tier 2,Supermarket Type1
NCM18,13,Low Fat,0.08284187,Household,630.194,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK16,9.065,Low Fat,0.115329787,Frozen Foods,971.094,OUT046,1997,Small,Tier 1,Supermarket Type1
FDI28,14.3,Low Fat,0.026470587,Frozen Foods,808.302,OUT017,2007,,Tier 2,Supermarket Type1
FDS11,7.05,Regular,0.055784831,Breads,2.245.088,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRD13,15,Low Fat,0.049079463,Soft Drinks,652.168,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL36,15.1,Low Fat,0.0760611,Baking Goods,88.783,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI27,8.71,Regular,0.045948045,Dairy,472.744,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ53,,LF,0.124763406,Frozen Foods,1.190.098,OUT019,1985,Small,Tier 1,Grocery Store
FDS44,12.65,Regular,0,Fruits and Vegetables,2.407.538,OUT045,2002,,Tier 2,Supermarket Type1
FDE28,9.5,reg,0.132546993,Frozen Foods,2.303.668,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ33,13.35,Low Fat,0.091578701,Snack Foods,1.515.708,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB37,20.25,Regular,0.023070588,Baking Goods,2.386.538,OUT017,2007,,Tier 2,Supermarket Type1
FDQ31,5.785,Regular,0.053956419,Fruits and Vegetables,860.856,OUT045,2002,,Tier 2,Supermarket Type1
NCQ05,11.395,Low Fat,0.021606087,Health and Hygiene,1.500.708,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE10,6.67,Regular,0.089873267,Snack Foods,1.304.626,OUT013,1987,High,Tier 3,Supermarket Type1
FDF38,11.8,Regular,0.026507096,Canned,398.138,OUT017,2007,,Tier 2,Supermarket Type1
FDE50,,Regular,0.028373995,Canned,1.870.556,OUT019,1985,Small,Tier 1,Grocery Store
DRG37,16.2,Low Fat,0.032435523,Soft Drinks,1.549.972,OUT010,1998,,Tier 3,Grocery Store
NCH06,12.3,Low Fat,0.076673407,Household,248.346,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY14,10.3,Low Fat,0.070182238,Dairy,2.646.226,OUT045,2002,,Tier 2,Supermarket Type1
FDO27,6.175,Regular,0.180090411,Meat,952.752,OUT017,2007,,Tier 2,Supermarket Type1
FDQ19,7.35,Regular,0.014387462,Fruits and Vegetables,2.414.512,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ26,,Regular,0.252155886,Dairy,2.376.222,OUT019,1985,Small,Tier 1,Grocery Store
FDN51,17.85,Regular,0.020929396,Meat,2.605.936,OUT013,1987,High,Tier 3,Supermarket Type1
FDK20,12.6,Regular,0,Fruits and Vegetables,1.219.072,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD40,20.25,Regular,0.014853619,Dairy,1.928.162,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRI25,19.6,Low Fat,0.034039542,Soft Drinks,570.614,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH56,9.8,Regular,0.064178182,Fruits and Vegetables,1.157.492,OUT017,2007,,Tier 2,Supermarket Type1
FDI36,,Regular,0.062041531,Baking Goods,1.968.426,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRH11,5.98,Low Fat,0.075865756,Hard Drinks,566.614,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCV18,6.775,LF,0.105841179,Household,83.325,OUT017,2007,,Tier 2,Supermarket Type1
DRI01,7.97,Low Fat,0.034506514,Soft Drinks,1.726.422,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRE48,8.43,LF,0.017352667,Soft Drinks,1.987.768,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS51,13.35,Low Fat,0.032174409,Meat,604.194,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM38,5.885,Regular,0.093296061,Canned,505.982,OUT017,2007,,Tier 2,Supermarket Type1
FDB60,,Low Fat,0.02838397,Baking Goods,1.933.136,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY58,11.65,Low Fat,0.039911033,Snack Foods,2.289.694,OUT035,2004,Small,Tier 2,Supermarket Type1
FDY22,16.5,Regular,0.160044589,Snack Foods,1.434.128,OUT045,2002,,Tier 2,Supermarket Type1
FDF11,,Regular,0,Starchy Foods,2.383.538,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ51,11.3,Regular,0.054542505,Meat,972.094,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ45,9.5,Regular,0.010978804,Snack Foods,1.821.608,OUT017,2007,,Tier 2,Supermarket Type1
FDF17,5.19,Low Fat,0.042612828,Frozen Foods,196.411,OUT035,2004,Small,Tier 2,Supermarket Type1
NCF31,,Low Fat,0.051596351,Household,1.521.024,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA37,7.81,Regular,0.055180797,Canned,1.252.046,OUT013,1987,High,Tier 3,Supermarket Type1
FDO51,6.785,Regular,0,Meat,434.112,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF34,9.3,Regular,0.014007727,Snack Foods,1.981.084,OUT013,1987,High,Tier 3,Supermarket Type1
FDD57,18.1,Low Fat,0.022490839,Fruits and Vegetables,960.094,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO37,8.06,Low Fat,0.021376678,Breakfast,2.293.326,OUT046,1997,Small,Tier 1,Supermarket Type1
FDR49,8.71,Low Fat,0.139444875,Canned,498.376,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS39,6.895,Low Fat,0.022495495,Meat,1.420.812,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI48,,Regular,0.05544858,Baking Goods,523.666,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRM35,9.695,Low Fat,0.070554078,Hard Drinks,1.789.344,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV57,15.25,Regular,0.065884096,Snack Foods,181.566,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ55,6.055,Low Fat,0.025387558,Fruits and Vegetables,161.592,OUT013,1987,High,Tier 3,Supermarket Type1
FDI28,14.3,Low Fat,0.026316724,Frozen Foods,781.302,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS21,19.85,Regular,0.020918489,Snack Foods,633.194,OUT045,2002,,Tier 2,Supermarket Type1
FDT34,9.3,Low Fat,0,Snack Foods,1.063.964,OUT013,1987,High,Tier 3,Supermarket Type1
DRI25,19.6,Low Fat,0.033895032,Soft Drinks,547.614,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT47,5.26,Regular,0.041022765,Breads,952.068,OUT010,1998,,Tier 3,Grocery Store
DRH39,20.7,Low Fat,0.092878183,Dairy,75.167,OUT045,2002,,Tier 2,Supermarket Type1
NCD54,21.1,Low Fat,0.029067775,Household,1.447.786,OUT045,2002,,Tier 2,Supermarket Type1
FDU16,,Regular,0.057992904,Frozen Foods,848.908,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCW29,14,Low Fat,0.028921492,Health and Hygiene,129.631,OUT045,2002,,Tier 2,Supermarket Type1
FDV25,,Low Fat,0.04543117,Canned,2.211.456,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDM56,16.7,Low Fat,0.070178316,Fruits and Vegetables,1.096.912,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ04,,Low Fat,0.037771295,Frozen Foods,64.951,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDG59,,Low Fat,0.075698157,Starchy Foods,372.164,OUT019,1985,Small,Tier 1,Grocery Store
FDI56,7.325,Low Fat,0.093574769,Fruits and Vegetables,903.146,OUT045,2002,,Tier 2,Supermarket Type1
FDS33,6.67,Regular,0.123405255,Snack Foods,884.514,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC23,18,Low Fat,0.017934042,Starchy Foods,1.757.686,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT11,5.94,Regular,0.029418033,Breads,1.858.556,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG17,6.865,Regular,0.035912897,Frozen Foods,2.448.486,OUT045,2002,,Tier 2,Supermarket Type1
FDZ44,8.185,Low Fat,0.038807601,Fruits and Vegetables,1.177.808,OUT045,2002,,Tier 2,Supermarket Type1
FDJ52,7.145,Low Fat,0.017772062,Frozen Foods,1.609.578,OUT013,1987,High,Tier 3,Supermarket Type1
DRI23,18.85,Low Fat,0.137196951,Hard Drinks,1.594.578,OUT046,1997,Small,Tier 1,Supermarket Type1
DRE15,13.35,Low Fat,0.029769107,Dairy,776.012,OUT010,1998,,Tier 3,Grocery Store
NCF07,9,Low Fat,0.031995886,Household,1.016.016,OUT013,1987,High,Tier 3,Supermarket Type1
NCR29,7.565,Low Fat,0.054725828,Health and Hygiene,56.293,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE44,,Low Fat,0.300078353,Fruits and Vegetables,481.692,OUT019,1985,Small,Tier 1,Grocery Store
FDT23,7.72,Regular,0.074717347,Breads,796.986,OUT035,2004,Small,Tier 2,Supermarket Type1
NCG06,16.35,Low Fat,0.029611916,Household,2.590.646,OUT017,2007,,Tier 2,Supermarket Type1
NCU41,18.85,Low Fat,0.087129095,Health and Hygiene,1.917.846,OUT010,1998,,Tier 3,Grocery Store
FDH46,6.935,Regular,0.041515796,Snack Foods,1.028.332,OUT017,2007,,Tier 2,Supermarket Type1
FDV31,9.8,Low Fat,0.106628515,Fruits and Vegetables,177.737,OUT013,1987,High,Tier 3,Supermarket Type1
NCT41,,Low Fat,0,Health and Hygiene,1.537.024,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE22,,Low Fat,0.029429602,Snack Foods,160.392,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC26,10.195,Low Fat,0.126639402,Canned,1.095.886,OUT045,2002,,Tier 2,Supermarket Type1
DRF51,15.75,LF,0.166776273,Dairy,365.506,OUT017,2007,,Tier 2,Supermarket Type1
NCY53,,Low Fat,0.102393277,Health and Hygiene,1.131.544,OUT019,1985,Small,Tier 1,Grocery Store
FDY21,15.1,Low Fat,0.174462585,Snack Foods,197.711,OUT017,2007,,Tier 2,Supermarket Type1
FDL27,6.17,LF,0.010622102,Meat,645.826,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ34,6.695,Low Fat,0.07599649,Starchy Foods,194.182,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCF43,8.51,Low Fat,0.0869468,Household,144.347,OUT010,1998,,Tier 3,Grocery Store
FDC21,14.6,Regular,0.042950697,Fruits and Vegetables,1.084.254,OUT035,2004,Small,Tier 2,Supermarket Type1
FDL26,18,Low Fat,0.073131911,Canned,1.560.972,OUT013,1987,High,Tier 3,Supermarket Type1
FDT25,7.5,Low Fat,0.08494673,Canned,1.205.072,OUT010,1998,,Tier 3,Grocery Store
NCR30,20.6,Low Fat,0,Household,749.696,OUT046,1997,Small,Tier 1,Supermarket Type1
DRL23,,Low Fat,0.026795874,Hard Drinks,1.058.938,OUT019,1985,Small,Tier 1,Grocery Store
NCR05,10.1,Low Fat,0.054715771,Health and Hygiene,1.978.084,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCE19,8.97,Low Fat,0.093393523,Household,540.956,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY07,11.8,Low Fat,0,Fruits and Vegetables,441.402,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB10,10,Low Fat,0,Snack Foods,235.559,OUT017,2007,,Tier 2,Supermarket Type1
FDP57,17.5,Low Fat,0.052400475,Snack Foods,105.099,OUT013,1987,High,Tier 3,Supermarket Type1
FDU48,,Low Fat,0.096925504,Baking Goods,1.313.284,OUT019,1985,Small,Tier 1,Grocery Store
FDH48,13.5,Low Fat,0.060468922,Baking Goods,85.254,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO33,14.75,Low Fat,0.089305571,Snack Foods,1.155.518,OUT035,2004,Small,Tier 2,Supermarket Type1
NCU29,7.685,Low Fat,0.025529117,Health and Hygiene,147.876,OUT045,2002,,Tier 2,Supermarket Type1
FDW35,10.6,Low Fat,0.011089224,Breads,418.454,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH05,14.35,Regular,0.152170799,Frozen Foods,2.319.984,OUT010,1998,,Tier 3,Grocery Store
FDP26,7.785,Low Fat,0,Dairy,1.044.306,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRG27,8.895,Low Fat,0.105090817,Dairy,415.138,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ33,13.35,Low Fat,0.091207161,Snack Foods,1.518.708,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH20,16.1,Regular,0.041759701,Fruits and Vegetables,98.041,OUT010,1998,,Tier 3,Grocery Store
FDV14,19.85,Low Fat,0.044497478,Dairy,897.856,OUT046,1997,Small,Tier 1,Supermarket Type1
DRD01,12.1,Regular,0.061175535,Soft Drinks,548.614,OUT046,1997,Small,Tier 1,Supermarket Type1
NCI17,8.645,Low Fat,0,Health and Hygiene,96.441,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF39,14.85,Regular,0.032657896,Dairy,263.191,OUT010,1998,,Tier 3,Grocery Store
