Número do Processo/PVL,Interessado,UF,Tipo de interessado,Tipo de operação,Finalidade,Tipo de credor,Credor,Moeda,Valor,Número do Processo/PVL,Código IBGE,Status,Data,Analisado por
19407.000026/2006-15,Itaparica,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5100000,19407.000026/2006-15,2916104,Deferido,11/14/2006,STN
19407.000060/2003-39,Fortaleza,CE,Município,Operação Contratual Externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Banco Interamericano de Desenvolvimento,Dólar dos EUA,85200000,19407.000060/2003-39,2304400,Encaminhado à PGFN com manifestação técnica favorável,11/8/2006,STN
19407.000033/2006-17,São Gabriel,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1600000,19407.000033/2006-17,2929255,Deferido,10/31/2006,STN
19407.000045/2006-33,Teresina,PI,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,6300000,19407.000045/2006-33,2211001,Deferido,10/31/2006,STN
19407.000056/2006-13,Santa Cruz,RN,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2062682,19407.000056/2006-13,2411205,Arquivado,10/23/2006,STN
17944.001540/2006-57,Botuporã,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001540/2006-57,2904209,Deferido,9/28/2006,STN
19407.000059/2006-57,Sapeaçu,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,19407.000059/2006-57,2929602,Deferido,9/5/2006,STN
17944.001409/2006-90,Nova Canaã,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001409/2006-90,2922706,Deferido,8/31/2006,STN
19407.000041/2006-55,Ipojuca,PE,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30959220,19407.000041/2006-55,2607208,Arquivado,8/23/2006,STN
19407.000040/2006-19,Campo Alegre,AL,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2300000,19407.000040/2006-19,2701407,Arquivado,8/21/2006,STN
19407.000020/2005-59,Cristópolis,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,250000,19407.000020/2005-59,2909703,Deferido,8/16/2006,STN
19407.000060/2006-81,Wagner,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,19407.000060/2006-81,2933406,Deferido,8/16/2006,STN
19407.000028/2006-04,Candeias,BA,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1053360,19407.000028/2006-04,2906501,Arquivado,8/11/2006,STN
19407.000047/2006-22,Recife,PE,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10320000,19407.000047/2006-22,2611606,Deferido,8/4/2006,STN
19407.000020/2006-30,Amélia Rodrigues,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,19407.000020/2006-30,2901106,Arquivado,7/31/2006,STN
19407.000017/2005-35,Bonito,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,70000,19407.000017/2005-35,2904050,Arquivado,7/31/2006,STN
19407.000018/2005-80,Bonito,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,50000,19407.000018/2005-80,2904050,Arquivado,7/31/2006,STN
19407.000018/2006-61,Gentio do Ouro,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,420000,19407.000018/2006-61,2911303,Arquivado,7/31/2006,STN
19407.000019/2006-13,Gentio do Ouro,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,70000,19407.000019/2006-13,2911303,Arquivado,7/31/2006,STN
19407.000021/2006-84,Morro do Chapéu,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,19407.000021/2006-84,2921708,Arquivado,7/31/2006,STN
19407.000051/2006-91,Rio Grande do Norte,RN,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,57055924,19407.000051/2006-91,24,Deferido,7/17/2006,STN
19407.000039/2006-86,Sobral,CE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30832378,19407.000039/2006-86,2312908,Deferido,7/12/2006,STN
19407.000030/2006-75,Teixeira de Freitas,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7694108,19407.000030/2006-75,2931350,Deferido,7/11/2006,STN
19407.000029/2006-41,Itabuna,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10136323,19407.000029/2006-41,2914802,Deferido,6/30/2006,STN
19407.000046/2006-88,Alagoinhas,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7000000,19407.000046/2006-88,2900702,Deferido,6/23/2006,STN
19407.000035/2006-06,Itapetinga,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5500000,19407.000035/2006-06,2916401,Deferido,6/16/2006,STN
19407.000001/2005-22,Alagoas,AL,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Dólar dos EUA,9000000,19407.000001/2005-22,27,Indeferido,6/12/2006,STN
19407.000032/2006-64,Mata de São João,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10000000,19407.000032/2006-64,2921005,Deferido,6/12/2006,STN
19407.000016/2006-71,Ceará,CE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,55000000,19407.000016/2006-71,23,Deferido,5/30/2006,STN
19407.000025/2006-62,Ceará,CE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,71818138,19407.000025/2006-62,23,Deferido,5/30/2006,STN
19407.000024/2006-18,Bahia,BA,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Dólar dos EUA,42000000,19407.000024/2006-18,29,Deferido,5/26/2006,STN
19407.000027/2006-51,Camaçari,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6228180,19407.000027/2006-51,2905701,Indeferido,5/26/2006,STN
19407.000038/2006-31,Rio Grande do Norte,RN,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,8001027,19407.000038/2006-31,24,Indeferido,5/26/2006,STN
19407.000021/2005-01,Castro Alves,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,250000,19407.000021/2005-01,2907301,Arquivado,5/23/2006,STN
19407.000016/2005-91,Nova Ibiá,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,19407.000016/2005-91,2922755,Arquivado,5/23/2006,STN
19407.000025/2005-81,Aramari,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,120000,19407.000025/2005-81,2902203,Arquivado,5/17/2006,STN
19407.000026/2005-26,Aramari,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,180000,19407.000026/2005-26,2902203,Arquivado,5/17/2006,STN
17944.000090/2006-85,Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,85000000,17944.000090/2006-85,28,Indeferido,5/4/2006,STN
19407.000002/2004-96,Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Dólar dos EUA,21300000,19407.000002/2004-96,28,Indeferido,5/4/2006,STN
19407.000019/2005-24,Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,56864000,19407.000019/2005-24,28,Indeferido,5/4/2006,STN
19407.000013/2006-38,Pernambuco,PE,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,124896946,19407.000013/2006-38,26,Deferido,4/28/2006,STN
19407.000012/2006-93,João Pessoa,PB,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,14102000,19407.000012/2006-93,2507507,Deferido,4/27/2006,STN
19407.000010/2006-02,Paraíba,PB,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,25000000,19407.000010/2006-02,25,Deferido,4/26/2006,STN
19407.000011/2006-49,Sobral,CE,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,16746000,19407.000011/2006-49,2312908,Deferido,4/7/2006,STN
19407.000010/2005-13,Maranhão,MA,Estado,Operação Contratual Externa (com garantia da União),"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Internacional,MLW Intermed Handels - und Consultinggesellschaft für Erzeugnisse und Ausrüstungen des Gesundheits - und Bildungswesens GmbH,Dólar dos EUA,8081933,19407.000010/2005-13,21,Indeferido,4/6/2006,STN
19407.000027/2005-71,Ceará,CE,Estado,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,150000000,19407.000027/2005-71,23,Deferido,1/27/2006,STN
17944.000839/2005-11,Maranhão,MA,Estado,Operação Contratual Interna,Infraestrutura,Outras,Pessoa Jurídica,Real,147264000,17944.000839/2005-11,21,Deferido,1/16/2006,STN
17944.000706/2005-37,Ceará,CE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5355677,17944.000706/2005-37,23,Deferido,12/30/2005,STN
17944.000707/2005-81,Ceará,CE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4240496,17944.000707/2005-81,23,Deferido,12/30/2005,STN
17944.001495/2005-50,Ceará,CE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2608800,17944.001495/2005-50,23,Deferido,12/30/2005,STN
19407.000013/2005-57,Rio Grande do Norte,RN,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,90000000,19407.000013/2005-57,24,Deferido,12/15/2005,STN
19407.000004/2005-66,Piauí,PI,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Dólar dos EUA,21000000,19407.000004/2005-66,22,Deferido,12/12/2005,STN
19407.000011/2005-68,Piauí,PI,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,15950000,19407.000011/2005-68,22,Deferido,12/12/2005,STN
19407.000012/2005-11,Piauí,PI,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4050000,19407.000012/2005-11,22,Deferido,12/12/2005,STN
19407.000006/2005-55,Aracaju,SE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10891497,19407.000006/2005-55,2800308,Deferido,11/25/2005,STN
19407.000007/2004-19,Maranhão,MA,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,102000000,19407.000007/2004-19,21,Deferido,11/14/2005,STN
19407.000003/2005-11,Pernambuco,PE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Dólar dos EUA,75000000,19407.000003/2005-11,26,Deferido,9/29/2005,STN
17944.001261/2007-74,Jeremoabo,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001261/2007-74,2918100,Arquivado,8/13/2005,STN
19407.000001/2002-80,Ceará,CE,Estado,Operação Contratual Externa (com garantia da União),Saneamento básico,Instituição Financeira Internacional,Kreditanstalt für Wiederaufbau,Euro,8668877,19407.000001/2002-80,23,Encaminhado à PGFN com manifestação técnica favorável,8/11/2005,STN
19407.000065/2004-42,Rio Grande do Norte,RN,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10212049,19407.000065/2004-42,24,Deferido,2/25/2005,STN
19407.000066/2004-97,Rio Grande do Norte,RN,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,51723017,19407.000066/2004-97,24,Deferido,2/25/2005,STN
19407.000062/2004-17,Ceará,CE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,8228000,19407.000062/2004-17,23,Deferido,2/22/2005,STN
19407.000068/2004-86,Itatim,BA,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,229000,19407.000068/2004-86,2916856,Deferido,1/26/2005,STN
19407.000069/2004-21,Itatim,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,171000,19407.000069/2004-21,2916856,Deferido,1/26/2005,STN
19407.000056/2004-51,Pernambuco,PE,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,140174506,19407.000056/2004-51,26,Arquivado,12/23/2004,STN
19407.000005/2004-20,Maranhão,MA,Estado,Operação Contratual Externa (com garantia da União),"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Internacional,MLW Intermed Handels - und Consultinggesellschaft für Erzeugnisse und Ausrüstungen des Gesundheits - und Bildungswesens GmbH,Dólar dos EUA,6377000,19407.000005/2004-20,21,Indeferido,12/13/2004,STN
19407.000057/2004-04,Piauí,PI,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,20000000,19407.000057/2004-04,22,Arquivado,12/8/2004,STN
19407.000055/2004-15,Vitória da Conquista,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,12120080,19407.000055/2004-15,2933307,Deferido,10/27/2004,STN
19407.000033/2004-47,Sergipe,SE,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,92837542,19407.000033/2004-47,28,Arquivado,9/22/2004,STN
