REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;FORNECEDOR;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;OBSERVAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;56.200;358376;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;109.150;358376;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;198.230;358423;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;18.500;358377;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;9.850;358377;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE AGUETTANT;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;2.950;358424;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;87.500;358424;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;25;358378;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;25;358378;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;DOAÇÃO IRLANDA;MINTÉRIO DAS RELAÇÕES EXTERIORES;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;43.020;358451;58;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;DOAÇÃO IRLANDA;MINTÉRIO DAS RELAÇÕES EXTERIORES;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;4.500;358452;58;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;975;359126;59;Entrega realizada ;15/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;175;359126;59;Entrega realizada ;15/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;3.575;359130;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.275;359130;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;700;359131;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.625;359131;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;31.450;359132;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;6.800;359132;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;775;359133;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;3.650;359134;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.600;359134;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;9.750;359135;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;2.950;359137;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;775;359137;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;5.000;359138;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.750;359138;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;90.266;359914;59;Entrega realizada ;15/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;15.000;359914;59;Entrega realizada ;15/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;42.975;359140;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;4.800;359141;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.400;359141;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;10.200;359142;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;3.000;359142;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;15.275;359143;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;3.400;359143;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;8.200;359144;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.900;359144;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;60.100;359145;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;12.150;359145;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;900;359146;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.925;359147;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;25;359148;59;Entrega realizada ;14/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;23.975;359917;59;Entrega realizada ;20/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;10.350;359917;59;Entrega realizada ;20/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;86.075;359150;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;KALCEKS;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;84.985;359150;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;41.750;359150;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;21.225;359151;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;6.000;359151;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;2.270;359198;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;950;359199;59;Entrega realizada ;12/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;89.550;359200;59;Entrega realizada ;13/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;THE MEDICAL EXPORT GROUP;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;5.660;359510;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;THE MEDICAL EXPORT GROUP;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;7.250;359511;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;THE MEDICAL EXPORT GROUP;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.830;359512;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;THE MEDICAL EXPORT GROUP;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;3.130;359513;60;Entrega realizada ;20/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;THE MEDICAL EXPORT GROUP;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.130;359514;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;INTAS PHARMACEUTICALS LTD;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;1.450;359516;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;INTAS PHARMACEUTICALS LTD;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;250;359518;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;INTAS PHARMACEUTICALS LTD;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.000;359519;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;INTAS PHARMACEUTICALS LTD;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;2.750;359521;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;INTAS PHARMACEUTICALS LTD;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.850;359522;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;INTAS PHARMACEUTICALS LTD;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.900;359524;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;INTAS PHARMACEUTICALS LTD;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.500;359525;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 80/2021 - ARP 131/2020;BLAU FARMACEUTICA ;ETOMIDATO 2 MG/ML;AMPOLA 10 ML;3.780;359519;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 80/2021 - ARP 131/2020;BLAU FARMACEUTICA ;ETOMIDATO 2 MG/ML;AMPOLA 10 ML;125;359524;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;750;359520;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;21.100;359522;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;150;359524;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE AGUETTANT;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;12.350;359516;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE AGUETTANT;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;4.400;359517;60;Entrega realizada ;16/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
