E/S,CONTA,SUB-CONTA,CLIENTE/FORNECEDOR,DOCUMENTO,OBSERVAÇÃO,VALOR,VENCIMENTO,PAGAMENTO,STATUS,VALOR PAGO
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Vale Parafusos,-,Pregos Isaias,59.86,2/9/2021,2/9/2021,PAGO,59.86
SAÍDA,3400 Impostos e Taxas,3499 Diversos,Jonair Gonçalves Macedo,-,"S10 Licenciamento, vistoria, placa e multo 2019",710.00,2/9/2021,2/9/2021,PAGO,710.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 72/sc - Serra Formosa,21024.00,2/9/2021,2/9/2021,PAGO,21024.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Himep Serviços Hidraulicos,OS 016702,Serviço Hidráulico Trator Vista Formosa,415.00,2/9/2021,2/9/2021,PAGO,415.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,MD Comercio de Borrachas Ltda,OS 018193,Mangueira Trator Vista Formosa,336.80,2/9/2021,2/9/2021,PAGO,336.80
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,5 Fretes Caroço de Algodão e 04 Milho,12700.00,2/8/2021,2/8/2021,PAGO,12700.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 853095,Única,625.00,2/8/2021,2/8/2021,PAGO,625.00
SAÍDA,2000 Administrativas,2020 Internet / TV,SKY,-,-,528.08,2/8/2021,2/8/2021,PAGO,528.08
SAÍDA,3400 Impostos e Taxas,3405 ICMS,SEFAZ MT DAR,NF 2637,Acreosotto Serra Formosa,180.00,2/8/2021,2/8/2021,PAGO,180.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Claudio Roberto de Araujo,-,"Frete combustível, compras do mês e gás",450.00,2/8/2021,2/8/2021,PAGO,450.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Franciele Oliveira Campos,-,Instalação 06 ar condicionado Formosa,1900.00,2/8/2021,2/8/2021,PAGO,1900.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,João Coelho Rosa,-,Frete telhas Vista Formosa,400.00,2/8/2021,2/8/2021,PAGO,400.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Emerson Roberto Pereira Gama,-,Triturador Vista Formosa,350.00,2/8/2021,2/8/2021,PAGO,350.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,E Coelho Pinheiro ME,-,02 Frete Milho,1900.00,2/8/2021,2/8/2021,PAGO,1900.00
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Retiro da Formosa,243.06,2/8/2021,2/8/2021,PAGO,243.06
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Formosa,238.18,2/8/2021,2/8/2021,PAGO,238.18
SAÍDA,3200 Serviços Prestados,3299 Diversos,Mario Coimbra / Hilux,-,Parcela 38/48,2143.33,2/8/2021,2/8/2021,PAGO,2143.33
SAÍDA,2100 Comerciais,2110 Comissões,LF Leilões,Lote 59,-,15015.00,2/5/2021,2/5/2021,PAGO,15015.00
SAÍDA,3100 Pessoal e Encargos Sociais,3115 Rescisões,Marcio B Lima,-,-,5616.74,2/5/2021,2/5/2021,PAGO,5616.74
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,Josue Roberto de Moraes,-,-,5137.18,2/5/2021,2/5/2021,PAGO,5137.18
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Compre Bem - Odagir Schnorr,NF 2762,Parcela 2/3,1900.00,2/5/2021,2/5/2021,PAGO,1900.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 27728,Parcela 2/3,311.82,2/5/2021,2/5/2021,PAGO,311.82
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 27656,Parcela 2/3,1366.28,2/5/2021,2/5/2021,PAGO,1366.28
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,Marcio B Lima,-,Multa Rescisão,1139.60,2/5/2021,2/5/2021,PAGO,1139.60
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,Josue Roberto de Moraes,-,Multa Rescisão,1038.14,2/5/2021,2/5/2021,PAGO,1038.14
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 94570,Parcela 2/2,1105.15,2/5/2021,2/5/2021,PAGO,1105.15
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 27633,Parcela 2/3,2078.48,2/5/2021,2/5/2021,PAGO,2078.48
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 27655,Parcela 2/3,1330.05,2/5/2021,2/5/2021,PAGO,1330.05
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 28819,Parcela 1/3,3075.00,2/5/2021,2/5/2021,PAGO,3075.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,"Lotes 39, 12, 21 e 15",Parcela 4/22,1170.00,2/5/2021,2/5/2021,PAGO,1170.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Compre Bem - Odagir Schnorr,NF,Parcela 1/4,762.43,2/5/2021,2/5/2021,PAGO,762.43
SAÍDA,3100 Pessoal e Encargos Sociais,3125 Vale-Refeição,Funcionários,-,Sodexo,2200.00,2/5/2021,2/5/2021,PAGO,2200.00
SAÍDA,3200 Serviços Prestados,3210 Arquitetos,Mayer Wiezel,-,Michele Arquiteta Sede Serra Formosa,2000.00,2/5/2021,2/5/2021,PAGO,2000.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,LF Leilões,Lote 59,Saldo,200000.00,2/5/2021,2/5/2021,PAGO,200000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3099 Diversos,Lucian Pereira,-,Rembolso,315.92,2/5/2021,2/5/2021,PAGO,315.92
SAÍDA,2000 Administrativas,2015 Luz,Energisa,-,e (Formosa),130.71,2/4/2021,2/4/2021,PAGO,130.71
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 26683,Parcela 4/4,4227.83,2/4/2021,2/4/2021,PAGO,4227.83
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3099 Diversos,Vegrade Maquinas A Ltda,NF 88511,Parcela 3/3,3633.33,2/4/2021,2/4/2021,PAGO,3633.33
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,LF Leilões,Lote 59,Adiantamento,229000.00,2/4/2021,2/4/2021,PAGO,229000.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Maria Clara Lavinyah Borges da Silva,-,Servições Cantina Formosa Encerrados 03/02,1100.00,2/4/2021,2/4/2021,PAGO,1100.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3099 Diversos,Alvorada,NF 333077,Única,1405.00,2/4/2021,2/4/2021,PAGO,1405.00
SAÍDA,3100 Pessoal e Encargos Sociais,3125 Vale-Refeição,Funcionários,-,Sodexo,2000.00,2/3/2021,1/4/2021,PAGO,2000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Celio Roberto Nunes da Silva,-,Obra 1 Casa -  Vista Formosa,6000.00,2/3/2021,2/3/2021,PAGO,6000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,José Marcelo Sanches,-,Área nova Formosa,12000.00,2/3/2021,2/3/2021,PAGO,12000.00
SAÍDA,2000 Administrativas,2030 Gás,Mg Matos,-,01 Gás Formosa e 01 Serra Formosa,200.00,2/3/2021,2/3/2021,PAGO,200.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 28101,Única,61.92,2/3/2021,2/3/2021,PAGO,61.92
SAÍDA,3100 Pessoal e Encargos Sociais,3105 Folha de Pagamento,Funcionários,-,-,29663.08,2/2/2021,2/2/2021,PAGO,29663.08
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Falcão,-,Única,394.00,2/1/2021,2/1/2021,PAGO,394.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Monza Tintas MT Ltda,-,Única,5500.00,2/1/2021,2/1/2021,PAGO,5500.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Emerson Roberto Pereira Gama,-,Peça Freio S10,1100.00,2/1/2021,2/1/2021,PAGO,1100.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Emerson Roberto Pereira Gama,-,Serviço Freio S10,380.00,2/1/2021,2/1/2021,PAGO,380.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 70/sc - Serra Formosa,34580.00,1/29/2021,1/29/2021,PAGO,34580.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,01 Trator 5090 e concha,Parcela 4/11,25740.52,1/29/2021,1/29/2021,PAGO,25740.52
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Zootec Indústria e Comércio,-,02 Galões - Serra Formosa,540.00,1/29/2021,1/29/2021,PAGO,540.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Maria Valentina Santos Silva,-,Fretes Feno,5400.00,1/29/2021,1/29/2021,PAGO,5400.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,LF Leilões,Lote,Única,108300.00,1/28/2021,1/28/2021,PAGO,108300.00
SAÍDA,2100 Comerciais,2110 Comissões,LF Leilões,Lote,-,3790.50,1/28/2021,1/28/2021,PAGO,3790.50
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,DZ C Transporte Ltda,-,Frete Carvalima - Peça Siltomac para Formosa,210.00,1/28/2021,1/28/2021,PAGO,210.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Promak Comercio de Peças,-,02 Espalhadores de Adubo e 01 Plantadeira,17500.00,1/28/2021,1/28/2021,PAGO,17500.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 28068,Única,329.19,1/28/2021,1/28/2021,PAGO,329.19
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Alvorada,NF 295688,Parcela 4/10,11497.60,1/28/2021,1/28/2021,PAGO,11497.60
SAÍDA,2000 Administrativas,2015 Luz,Energisa,-,"a, b, c, d, e, f, g, h, i",10673.51,1/28/2021,1/28/2021,PAGO,10673.51
SAÍDA,2000 Administrativas,2015 Luz,Energisa,-,"e, f, g Dezembro",98.84,1/28/2021,1/28/2021,PAGO,98.84
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Papito Autoposto Varzea Grande,NF 238070,Diesel 600 Litros - Vista Formosa,2364.00,1/27/2021,1/27/2021,PAGO,2364.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,3025 Serviços terceirizados,Faxa Comercio e Serviços,-,Serviço no radiador Trato 5085E,550.00,1/27/2021,1/27/2021,PAGO,550.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,João Coelho Rosa,-,Transporte Sementes para Capim - Vista Formosa,400.00,1/27/2021,1/27/2021,PAGO,400.00
SAÍDA,3500 Despesas Patrimoniais,3510 Compra de Imobilizado,Brastemp,-,Cooktop Formosa,778.05,1/27/2021,1/27/2021,PAGO,778.05
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2325 Insumos para reprodução animal,Semex Brasil,NF 135899,Parcela 4/10,10540.00,1/27/2021,1/27/2021,PAGO,10540.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Luiz Dalton Divini Santos,-,Mês Filho Dalton,1700.00,1/27/2021,1/27/2021,PAGO,1700.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Joao Paulo Peres Calbo,-,Quitação Cochos Borracha,10000.00,1/27/2021,1/27/2021,PAGO,10000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Elias Antônio Saab,-,Reservatório Confinamento Vista Formosa,18000.00,1/27/2021,1/27/2021,PAGO,18000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 27076,Parcela 3/3,287.88,1/27/2021,1/27/2021,PAGO,287.88
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 70/sc - Serra Formosa,21980.00,1/26/2021,1/26/2021,PAGO,21980.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Nathalia Assunção dos Santos ME,NF 12502,Parcela 1/4,5000.00,1/26/2021,1/26/2021,PAGO,5000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,3025 Serviços terceirizados,Senna Direções Hidráulicas,Pedido 3233,Serviço Caixa de Direção F350 - Serra Formosa,784.00,1/25/2021,1/25/2021,PAGO,784.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Teodomiro Placido dos Santos,-,100 Novilhas Theodomiro,168000.00,1/25/2021,1/25/2021,PAGO,168000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,02 Tratores 5078-E e 01 Concha,Parcela 6/11,36272.00,1/25/2021,1/25/2021,PAGO,36272.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,Concha 55,Parcela 4/9,3000.00,1/25/2021,1/25/2021,PAGO,3000.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Transportadora Borba,-,Transferência Gado Formosa para Serra (7 Viagens),4900.00,1/25/2021,1/25/2021,PAGO,4900.00
SAÍDA,2000 Administrativas,2020 Internet / TV,SKY,-,Instalação Serra Formosa,600.00,1/25/2021,1/25/2021,PAGO,600.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Posto One Petro,NF 35057,20 L Gasolina Serra Formosa (03/12/20),94.06,1/25/2021,1/25/2021,PAGO,94.06
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 35168,Abastecimento S10 (12/12/20),351.60,1/25/2021,1/25/2021,PAGO,351.60
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 35334,Abastecimento França (21/12/20),213.56,1/25/2021,1/25/2021,PAGO,213.56
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 35347,Abastecimento Rodrigo (21/12/20),101.98,1/25/2021,1/25/2021,PAGO,101.98
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 35362,Abastecimento Weslei (22/12/20),71.29,1/25/2021,1/25/2021,PAGO,71.29
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 35422,Abastecimento Dalton (29/12/20),198.97,1/25/2021,1/25/2021,PAGO,198.97
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 35441,40 L Gasolina (31/12/20),190.08,1/25/2021,1/25/2021,PAGO,190.08
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 27509,Parcela 2/3,1236.76,1/25/2021,1/25/2021,PAGO,1236.76
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Ueber Marques de Souza,NR. 349114-O,02 Fretes Gado Poconé (13/12/20),3450.00,1/25/2021,1/25/2021,PAGO,3450.00
SAÍDA,2500 Cultura de Sorgo,2510 Adubo e fertilizantes,Valloura,-,NK,300000.00,1/25/2021,1/25/2021,PAGO,300000.00
SAÍDA,2700 Aquisição de Animais,2725 Compra de animais reprodutores,LF Leilões,Lote 25,Única,104520.00,1/24/2021,1/25/2021,PAGO,104520.00
SAÍDA,2100 Comerciais,2110 Comissões,LF Leilões,Lote 25,Única,3658.20,1/24/2021,1/25/2021,PAGO,3658.20
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 27019,Parcela 3/3,288.00,1/24/2021,1/25/2021,PAGO,28.00
SAÍDA,3500 Despesas Patrimoniais,3510 Compra de Imobilizado,Francinaldo Arajo Nunes,-,Colchões Formosa,7295.06,1/22/2021,1/22/2021,PAGO,7295.06
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2305 Vacinas,Mailson Pereira ME (Soberana),"NF's 4060, 116, 25, 21, 17 e 18",Parcela 1/4,1786.32,1/22/2021,1/22/2021,PAGO,1786.32
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 946925,Única,216.00,1/22/2021,1/22/2021,PAGO,216.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 852129,Única,175.00,1/22/2021,1/22/2021,PAGO,175.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 75/sc - Serra Formosa,22190.00,1/22/2021,1/22/2021,PAGO,22190.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ricardo Borges de Castro Cunha,Lote 04 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,69225.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ricardo Borges de Castro Cunha,Lote 06 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,72100.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ricardo Borges de Castro Cunha,Lote 08 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,61800.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Maria Rita Rodrigues da Cunha,Lote 07 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,72100.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Maria Rita Rodrigues da Cunha,Lote 09 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,59150.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Maria Rita Rodrigues da Cunha,Lote 10 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,27225.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 11 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,58250.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 13 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,116600.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 17 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,56100.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 18 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,58900.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 25 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,185850.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Carlos Henrique Alberti,Lote 12 - EBL,"À vista (1,5% de desconto)",,1/21/2021,1/21/2021,RECEBIDO,242000.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ely Roberto Pinto,Lote 20 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,60060.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Bruno de Souza Machado Ferreira,Lote 21 - EBL,Parcela 3/4,,1/21/2021,1/21/2021,RECEBIDO,54000.00
SAÍDA,2800 Manutenção de Imobilizado,2805 Cercas,Alvorada,NF 585,Parcela 2/3,2237.33,1/21/2021,1/21/2021,PAGO,2237.33
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Alvorada,NF 331415,Parcela 2/3,3700.00,1/21/2021,1/21/2021,PAGO,3700.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3099 Diversos,Guimaquina,NF 202100012,Única,1584.00,1/21/2021,1/21/2021,PAGO,1584.00
SAÍDA,2100 Comerciais,2110 Comissões,Luciano Gibin,-,100 Novilhas Theodomiro,2000.00,1/21/2021,1/21/2021,PAGO,2000.00
SAÍDA,2000 Administrativas,2040 Supermercado,Fênix Supermercado,"NF's 63781, 701 e 936",-,2341.48,1/20/2021,1/20/2021,PAGO,2341.48
SAÍDA,2000 Administrativas,2020 Internet / TV,Brava Internet,-,Serra Formosa,214.40,1/20/2021,1/20/2021,PAGO,214.40
SAÍDA,2700 Aquisição de Animais,2725 Compra de animais reprodutores,GAP Touros,6 Touros Brangus,Parcela 8/18,3180.00,1/20/2021,1/20/2021,PAGO,3180.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Dloc Maquinas,NF 82,Prancha que fez frete pá carregadeira para Serra Formosa,1309.00,1/20/2021,1/20/2021,PAGO,1309.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Alan Oliveira Fonseca,-,Frete animais compra Theodomiro,1200.00,1/20/2021,1/20/2021,PAGO,1200.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF,Diesel - 2000 L Serra Formosa e 2000 L Formosa,14920.00,1/20/2021,1/20/2021,PAGO,14920.00
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,Dom Aquino,376.56,1/20/2021,1/20/2021,PAGO,376.56
SAÍDA,3100 Pessoal e Encargos Sociais,3165 INSS,GPS,-,Serra Formosa,1906.73,1/20/2021,1/20/2021,PAGO,1906.73
SAÍDA,3100 Pessoal e Encargos Sociais,3165 INSS,GPS,-,Formosa,1765.37,1/20/2021,1/20/2021,PAGO,1765.37
SAÍDA,3100 Pessoal e Encargos Sociais,3165 INSS,GPS,-,Vista Formosa,331.65,1/20/2021,1/20/2021,PAGO,331.65
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Antonio Rodrigues de Moraes,-,Bateria trator 5055 de concha Serra Formosa,650.00,1/20/2021,1/20/2021,PAGO,650.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Tornearia Conrad Ltda,NF 70,Parcela 2/2,3550.00,1/20/2021,1/20/2021,PAGO,3550.00
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,Vista Formosa,32.95,1/20/2021,1/20/2021,PAGO,32.95
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,Serra Formosa,98.80,1/20/2021,1/20/2021,PAGO,98.80
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 70/sc,38523.33,1/19/2021,1/19/2021,PAGO,38523.33
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Para Borracha LTDA,-,Parcela 2/3,31500.00,1/19/2021,1/19/2021,PAGO,31500.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Iguaçu Máquinas,NF 196111,Única,530.00,1/19/2021,1/19/2021,PAGO,530.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Lodi recapagem,NF 2020565,Parcela 1/2,2675.00,1/18/2021,1/17/2021,PAGO,2675.00
SAÍDA,2400 Suplementação,2410 Concentrados,Cooperbem,-,Milho R$ 70/sc,40743.00,1/18/2021,1/18/2021,PAGO,40743.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Castelo Materiais para Construção,NF 27061,Parcela 2/2,1238.57,1/18/2021,1/18/2021,PAGO,1238.57
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1222 Cota 833-5,Parcela 76/100,1413.11,1/18/2021,1/18/2021,PAGO,1413.11
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Alvorada,NF 291677,Parcela 6/6,3271.35,1/18/2021,1/18/2021,PAGO,3271.35
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Alvorada,NF 293380,Parcela 4/6,1231.50,1/18/2021,1/18/2021,PAGO,1231.50
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 18510,Parcela 1/3,13142.05,1/18/2021,1/18/2021,PAGO,13142.05
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Vista Formosa,239.45,1/18/2021,1/18/2021,PAGO,239.45
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Luciane D N Candil,-,Frete Peças JD/ Camera Trato Luciano,300.00,1/18/2021,1/18/2021,PAGO,300.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Lucas Manoel B Santos,-,"Pedras de Rodapé, pias e banheiros Formosa",2500.00,1/18/2021,1/18/2021,PAGO,2500.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Agroforn,NF 4409,Parcela 2/2,15000.00,1/18/2021,1/18/2021,PAGO,15000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1152 Cota 76-2,-,1413.11,1/18/2021,1/19/2021,PAGO,1413.11
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1152 Cota 88-2,-,1413.11,1/18/2021,1/19/2021,PAGO,1413.11
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1152 Cota 109-2,-,1413.11,1/18/2021,1/19/2021,PAGO,1413.11
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1152 Cota 116-2,-,1413.11,1/18/2021,1/19/2021,PAGO,1413.11
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,-,-,2907.58,1/18/2021,1/19/2021,PAGO,2907.58
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Jacto Agrícola,NF's 4113 e 693,Única,3989.43,1/15/2021,1/15/2021,PAGO,3989.43
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 42258, 259, 260 e 261",Parcela 2/2,1155.00,1/15/2021,1/15/2021,PAGO,1155.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Guimaquina,NF 82670,Única,4370.00,1/15/2021,1/15/2021,PAGO,4370.00
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 18497,Parcela 1/3,18797.39,1/15/2021,1/15/2021,PAGO,18797.39
SAÍDA,3200 Serviços Prestados,3230 Assistência Administrativa,Rafael Alberto Leal de Souza,-,-,500.00,1/15/2021,1/15/2021,PAGO,500.00
SAÍDA,3100 Pessoal e Encargos Sociais,3155 Gratificações,Rafael Alberto Leal de Souza,-,-,3500.00,1/15/2021,1/15/2021,PAGO,3500.00
