REGI√O,ESTADO,DESTINAT¡RIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTA«√O,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
SUDESTE,RIO DE JANEIRO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,33100,355828,Entrega realizada,6/16/2021
SUDESTE,RIO DE JANEIRO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,46000,355828,Entrega realizada,6/16/2021
SUDESTE,RIO DE JANEIRO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,2610,355828,Entrega realizada,6/16/2021
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,6750,355829,Entrega realizada,6/17/2021
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,14050,355829,Entrega realizada,6/17/2021
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,390,355829,Entrega realizada,6/17/2021
SUL,RIO GRANDE DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,2900,355830,Entrega realizada,6/16/2021
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,3500,355831,Entrega realizada,6/17/2021
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1060,355831,Entrega realizada,6/17/2021
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,5820,355832,Entrega realizada,6/21/2021
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,1770,355832,Entrega realizada,6/21/2021
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1800,355832,Entrega realizada,6/21/2021
SUL,SANTA CATARINA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,9150,355833,Entrega realizada,6/17/2021
SUL,SANTA CATARINA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,2180,355833,Entrega realizada,6/17/2021
SUDESTE,S√O PAULO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,94400,355523,Entrega realizada,6/12/2021
SUDESTE,S√O PAULO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,15510,355523,Entrega realizada,6/12/2021
NORDESTE,SERGIPE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,5450,355835,Entrega realizada,6/17/2021
NORDESTE,SERGIPE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,660,355835,Entrega realizada,6/17/2021
NORTE,TOCANTINS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,180,355836,Entrega realizada,6/16/2021
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2860,356497,Entrega realizada,6/22/2021
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,12190,356498,Entrega realizada,6/22/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3810,356499,Entrega realizada,6/22/2021
NORTE,PAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,14490,356500,Entrega realizada,6/22/2021
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2880,356501,Entrega realizada,6/22/2021
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1200,356502,Entrega realizada,6/23/2021
NORTE,ACRE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,6450,356504,Entrega realizada,6/21/2021
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,18250,356505,Entrega realizada,6/22/2021
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,12000,356505,Entrega realizada,6/22/2021
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,7350,356506,Entrega realizada,6/21/2021
NORDESTE,CEAR¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,9000,356507,Entrega realizada,6/22/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,5650,356508,Entrega realizada,6/21/2021
NORDESTE,MARANH√O,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,16550,356509,Entrega realizada,6/21/2021
NORDESTE,MARANH√O,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3800,356509,Entrega realizada,6/21/2021
NORDESTE,PARAÕBA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,25150,356510,Entrega realizada,6/22/2021
NORDESTE,PARAÕBA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3900,356510,Entrega realizada,6/22/2021
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,1850,356511,Entrega realizada,6/21/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,26050,356512,Entrega realizada,6/23/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 80/2021 - ARP 131/2020, BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,1875,356512,Entrega realizada,6/23/2021
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,10050,356513,Entrega realizada,6/21/2021
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,900,356513,Entrega realizada,6/21/2021
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,3500,356513,Entrega realizada,6/21/2021
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",-,50,356513,Entrega realizada,6/21/2021
SUDESTE,S√O PAULO,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,107050,356514,Entrega realizada,6/21/2021
NORTE,AMAP¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,8200,357491,Entrega realizada,6/29/2021
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,32200,357492,Entrega realizada,6/28/2021
NORDESTE,MARANH√O,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3625,357493,Entrega realizada,6/28/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,55700,357494,Entrega realizada,6/29/2021
NORDESTE,PARAÕBA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,14925,357495,Entrega realizada,6/29/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2275,357496,Entrega realizada,6/29/2021
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,18800,357491,Entrega realizada,6/29/2021
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,9790,357492,Entrega realizada,6/28/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 78/2021 - ARP 134/2020,ONCOPROD,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,16550,357494,Entrega realizada,6/29/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,26230,357494,Entrega realizada,6/29/2021
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,4700,357495,Entrega realizada,6/29/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 78/2021 - ARP 134/2020,ONCOPROD,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,8010,357496,Entrega realizada,6/29/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,DOA«√O PORTUGAL,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 1 MG/ML",AMPOLA 1 mL,1200,357499,Entrega realizada,6/28/2021
NORDESTE,PARAÕBA,SES,DOA«√O PORTUGAL,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 1 MG/ML",AMPOLA 1 mL,200,357500,Entrega realizada,6/30/2021
NORTE,RORAIMA,SES,DOA«√O PORTUGAL,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 1 MG/ML",AMPOLA 1 mL,100,357501,Entrega realizada,7/2/2021
NORDESTE,SERGIPE,SES,DOA«√O PORTUGAL,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 1 MG/ML",AMPOLA 1 mL,550,357502,Entrega realizada,6/30/2021
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,2400,357497,Entrega realizada,6/30/2021
NORDESTE,MARANH√O,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,2450,357498,Entrega realizada,6/28/2021
NORDESTE,PARAÕBA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,6850,357500,Entrega realizada,6/30/2021
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3300,357501,Entrega realizada,7/2/2021
NORDESTE,MARANH√O,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,1850,357498,Entrega realizada,6/28/2021
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,750,357501,Entrega realizada,7/2/2021
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,13240,357497,Entrega realizada,6/30/2021
NORDESTE,MARANH√O,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,880,357498,Entrega realizada,6/28/2021
NORDESTE,PARAÕBA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,8530,357500,Entrega realizada,6/30/2021
NORDESTE,ALAGOAS,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",325,358357,Entrega realizada,7/7/2021
NORDESTE,ALAGOAS,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,450,358357,Entrega realizada,7/7/2021
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,3520,358403,Entrega realizada,7/7/2021
NORDESTE,ALAGOAS,SES,CONTRATO 86/2021 - ARP 100/2020,EUROFARMA LABORATORIOS,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,930,358403,Entrega realizada,7/7/2021
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"NOREPINEFRINA, HEMITARTARATO 2 MG/ML",AMPOLA 4 mL,8050,358403,Entrega realizada,7/7/2021
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,9000,358403,Entrega realizada,7/7/2021
NORDESTE,ALAGOAS,SES,DOA«√O PORTUGAL,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 1 MG/ML",AMPOLA 1 mL,50,358403,Entrega realizada,7/7/2021
NORTE,AMAP¡,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",3150,358359,Entrega realizada,7/8/2021
NORTE,AMAP¡,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2750,358359,Entrega realizada,7/8/2021
NORTE,AMAP¡,SES,CONTRATO 78/2021 - ARP 134/2020,SCHERING-PLOUGH IND⁄STRIA FARMAC UTICA LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,6160,358359,Entrega realizada,7/8/2021
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"NOREPINEFRINA, HEMITARTARATO 2 MG/ML",AMPOLA 4 mL,2800,358409,Entrega realizada,7/8/2021
NORTE,AMAP¡,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,22000,358409,Entrega realizada,7/8/2021
NORTE,AMAZONAS,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,5100,358360,Entrega realizada,7/6/2021
NORDESTE,BAHIA,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",16025,358361,Entrega realizada,7/6/2021
NORDESTE,BAHIA,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,17850,358361,Entrega realizada,7/6/2021
NORDESTE,BAHIA,SES,CONTRATO 78/2021 - ARP 134/2020 ,SCHERING-PLOUGH IND⁄STRIA FARMAC UTICA LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,8090,358361,Entrega realizada,7/6/2021
NORDESTE,BAHIA,SES,CONTRATO 85/2021 - ARP 97/2020,BLAU FARMACEUTICA,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",-,920,358411,Entrega realizada,7/6/2021
NORDESTE,BAHIA,SES,CONTRATO 86/2021 - ARP 100/2020,EUROFARMA LABORATORIOS,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,4550,358411,Entrega realizada,7/6/2021
NORDESTE,BAHIA,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACEUTICA ,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,3300,358411,Entrega realizada,7/6/2021
NORDESTE,BAHIA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,9700,358411,Entrega realizada,7/6/2021
NORDESTE,CEAR¡,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1000,358362,Entrega realizada,7/7/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",3875,358363,Entrega realizada,7/6/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,6450,358363,Entrega realizada,7/6/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,39000,358412,Entrega realizada,7/6/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,750,358412,Entrega realizada,7/6/2021
CENTRO-OESTE,GOI¡S,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",1450,358364,Entrega realizada,7/6/2021
NORDESTE,MARANH√O,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2850,358365,Entrega realizada,7/7/2021
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,7100,358413,Entrega realizada,7/7/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",46000,358366,Entrega realizada,7/7/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,39100,358366,Entrega realizada,7/7/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,78960,358414,Entrega realizada,7/7/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,DOA«√O PORTUGAL,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 1 MG/ML",AMPOLA 1 mL,1450,358414,Entrega realizada,7/7/2021
SUDESTE,MINAS GERAIS,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",14150,358367,Entrega realizada,7/7/2021
NORTE,PAR¡,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2450,358368,Entrega realizada,7/8/2021
NORTE,PAR¡,SES,CONTRATO 78/2021 - ARP 134/2020 ,SCHERING-PLOUGH IND⁄STRIA FARMAC UTICA LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,4680,358368,Entrega realizada,7/8/2021
NORTE,PAR¡,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,26000,358415,Entrega realizada,7/9/2021
NORDESTE,PARAÕBA,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",5200,358369,Entrega realizada,7/9/2021
