nome_carro,marca,modelo,idade_carro,km_percorrido,tipo_vendedor,tipo_combustivel,tipo_transmissao,quilometragem,motor,potencia,assentos,preco_venda,ipva,familia
Maruti Alto,Maruti,Alto,4,45000,distribuidor,CNG,Manual,33.44,796,40.3,4,290000,11600.0,media
Maruti Ertiga,Maruti,Ertiga,7,120000,particular,Diesel,Manual,20.77,1248,88.8,7,725000,29000.0,grande
Honda City,Honda,City,16,60000,particular,Petrol,Manual,13.0,1493,100.0,5,225000,9000.0,media
Audi Q3,Audi,Q3,7,58000,distribuidor,Diesel,Automatic,15.73,1968,174.33,5,1450000,58000.0,media
Toyota Innova,Toyota,Innova,7,50000,distribuidor,Diesel,Manual,12.8,2494,102.0,7,950000,38000.0,grande
BMW 5,BMW,5,5,24000,distribuidor,Diesel,Automatic,18.12,1995,190.0,5,3800000,152000.0,media
Maruti Eeco,Maruti,Eeco,2,7557,distribuidor,Petrol,Manual,16.11,1196,72.42,5,450000,18000.0,media
Volkswagen Ameo,Volkswagen,Ameo,5,40000,particular,Petrol,Manual,17.0,1198,74.0,5,625000,25000.0,media
Mahindra Quanto,Mahindra,Quanto,8,72000,distribuidor,Diesel,Manual,17.21,1493,100.0,7,300000,12000.0,grande
Ford Figo,Ford,Figo,6,120000,particular,Diesel,Manual,20.0,1399,68.05,5,280000,11200.0,media
Honda Amaze,Honda,Amaze,3,20000,particular,Petrol,Manual,17.8,1198,86.7,5,530000,21200.0,media
Hyundai i20,Hyundai,i20,6,44726,distribuidor,Petrol,Manual,18.6,1197,81.83,5,550000,22000.0,media
Mahindra NuvoSport,Mahindra,NuvoSport,5,120000,particular,Diesel,Automatic,17.45,1493,100.0,7,550000,22000.0,grande
Mahindra Scorpio,Mahindra,Scorpio,5,63452,distribuidor,Diesel,Manual,15.4,2179,120.0,7,1070000,42800.0,grande
Hyundai Verna,Hyundai,Verna,2,45000,distribuidor,Petrol,Automatic,17.0,1591,121.3,5,1225000,49000.0,media
Maruti Ciaz,Maruti,Ciaz,6,48000,distribuidor,Diesel,Manual,26.21,1248,88.5,5,685000,27400.0,media
Ford Figo,Ford,Figo,9,60000,distribuidor,Diesel,Manual,20.0,1399,68.0,5,220000,8800.0,media
Mahindra Scorpio,Mahindra,Scorpio,12,65000,distribuidor,Diesel,Manual,12.05,2179,120.0,8,545000,21800.0,grande
Hyundai i20,Hyundai,i20,6,42000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,585000,23400.0,media
Maruti Swift,Maruti,Swift,6,52000,distribuidor,Petrol,Manual,21.21,1197,81.8,5,448000,17920.0,media
Honda City,Honda,City,7,30000,particular,Petrol,Automatic,18.0,1497,117.3,5,825000,33000.0,media
Hyundai i20,Hyundai,i20,6,80000,particular,Diesel,Manual,21.19,1396,88.73,5,430000,17200.0,media
Chevrolet Beat,Chevrolet,Beat,6,40000,particular,Diesel,Manual,25.44,936,56.3,5,190000,7600.0,media
BMW 5,BMW,5,7,76000,distribuidor,Diesel,Automatic,18.12,1995,190.0,5,2050000,82000.0,media
Hyundai i10,Hyundai,i10,7,57210,distribuidor,Petrol,Manual,20.36,1197,78.9,5,298000,11920.0,media
Maruti Alto,Maruti,Alto,10,70000,particular,Petrol,Manual,20.92,998,67.1,5,165000,6600.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,particular,Diesel,Manual,28.4,1248,74.02,5,547000,21880.0,media
Maruti Celerio,Maruti,Celerio,3,42000,distribuidor,Petrol,Manual,23.1,998,67.04,5,425000,17000.0,media
Toyota Corolla,Toyota,Corolla,9,98000,distribuidor,Diesel,Manual,21.43,1364,87.2,5,525000,21000.0,media
Honda Amaze,Honda,Amaze,8,55000,distribuidor,Petrol,Automatic,15.5,1198,86.7,5,425000,17000.0,media
Maruti Celerio,Maruti,Celerio,4,48300,particular,Petrol,Automatic,23.1,998,67.04,5,420000,16800.0,media
Hyundai Santro,Hyundai,Santro,8,60000,particular,Petrol,Manual,17.92,1086,62.1,5,240000,9600.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,43000,distribuidor,Petrol,Manual,20.85,1197,83.14,5,395000,15800.0,media
Maruti Wagon R,Maruti,Wagon R,5,18307,distribuidor,Petrol,Automatic,20.51,998,67.0,5,415000,16600.0,media
Hyundai i20,Hyundai,i20,9,70000,distribuidor,Diesel,Manual,21.9,1396,88.76,5,470000,18800.0,media
Hyundai Grand,Hyundai,Grand,6,63000,particular,Petrol,Manual,18.9,1197,82.0,5,340000,13600.0,media
Honda City,Honda,City,6,79000,distribuidor,Petrol,Manual,17.4,1497,117.3,5,700000,28000.0,media
Ford Figo,Ford,Figo,10,80000,particular,Diesel,Manual,20.0,1399,68.0,5,270000,10800.0,media
Mahindra TUV,Mahindra,TUV,6,99000,distribuidor,Diesel,Manual,18.49,1493,100.0,7,550000,22000.0,grande
BMW 3,BMW,3,8,87000,distribuidor,Diesel,Automatic,18.88,1995,184.0,5,1175000,47000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,6,85000,particular,Diesel,Manual,26.59,1248,74.0,5,470000,18800.0,media
Mahindra XUV500,Mahindra,XUV500,8,113000,distribuidor,Diesel,Manual,16.0,2179,140.0,7,650000,26000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,5,90000,distribuidor,Diesel,Automatic,26.59,1248,74.0,5,715000,28600.0,media
Maruti Swift,Maruti,Swift,3,20000,distribuidor,Petrol,Manual,22.0,1197,81.8,5,645000,25800.0,media
Maruti Wagon R,Maruti,Wagon R,14,39000,distribuidor,Petrol,Manual,21.79,998,67.05,5,135000,5400.0,media
Hyundai Verna,Hyundai,Verna,3,15000,distribuidor,Petrol,Automatic,17.0,1591,121.3,5,1150000,46000.0,media
Hyundai Creta,Hyundai,Creta,6,51000,distribuidor,Diesel,Manual,21.38,1396,88.7,5,875000,35000.0,media
BMW 3,BMW,3,4,33000,particular,Petrol,Automatic,17.61,1998,184.0,5,2775000,111000.0,media
Toyota Innova,Toyota,Innova,14,94000,distribuidor,Diesel,Manual,12.99,2494,100.0,7,411000,16440.0,grande
Hyundai i20,Hyundai,i20,7,48000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,490000,19600.0,media
Toyota Camry,Toyota,Camry,9,83386,distribuidor,Petrol,Automatic,12.98,2494,178.3,5,750000,30000.0,media
Volkswagen Polo,Volkswagen,Polo,7,35000,particular,Petrol,Manual,16.47,1198,74.0,5,530000,21200.0,media
Ford Ecosport,Ford,Ecosport,2,4015,particular,Petrol,Manual,17.0,1497,121.31,5,946000,37840.0,media
Hyundai Santa,Hyundai,Santa,7,75000,distribuidor,Diesel,Manual,14.74,2199,194.3,7,1475000,59000.0,grande
Toyota Etios,Toyota,Etios,5,102000,particular,Diesel,Manual,23.59,1364,67.05,5,645000,25800.0,media
Hyundai Grand,Hyundai,Grand,3,8468,distribuidor,Petrol,Manual,18.9,1197,81.86,5,685000,27400.0,media
Maruti Ertiga,Maruti,Ertiga,8,56600,particular,Petrol,Manual,16.02,1373,93.7,7,475000,19000.0,grande
Maruti SX4,Maruti,SX4,5,70000,particular,Diesel,Manual,22.7,1598,118.0,5,900000,36000.0,media
BMW X6,BMW,X6,12,68000,distribuidor,Diesel,Automatic,11.2,2993,241.0,4,2800000,112000.0,media
Volkswagen Vento,Volkswagen,Vento,8,67000,distribuidor,Petrol,Manual,15.04,1598,103.6,5,360000,14400.0,media
Honda Jazz,Honda,Jazz,5,14479,distribuidor,Petrol,Manual,18.7,1199,88.7,5,700000,28000.0,media
Porsche Cayenne,Porsche,Cayenne,7,96000,particular,Diesel,Automatic,16.12,2967,245.0,5,2800000,112000.0,media
Hyundai Santro,Hyundai,Santro,11,32400,distribuidor,Petrol,Manual,17.92,1086,62.1,5,270000,10800.0,media
Renault Duster,Renault,Duster,8,64000,distribuidor,Diesel,Manual,19.01,1461,108.45,5,370000,14800.0,media
Honda City,Honda,City,15,75000,distribuidor,Petrol,Manual,16.0,1493,106.0,5,235000,9400.0,media
Maruti Ritz,Maruti,Ritz,12,83085,distribuidor,Diesel,Manual,23.2,1248,73.94,5,225000,9000.0,media
Chevrolet Sail,Chevrolet,Sail,5,90000,particular,Petrol,Manual,18.2,1199,82.4,5,380000,15200.0,media
Audi A4,Audi,A4,4,38000,distribuidor,Diesel,Automatic,18.25,1968,187.74,5,2055000,82200.0,media
BMW 7,BMW,7,7,38000,distribuidor,Diesel,Automatic,17.66,2993,261.49,4,4700000,188000.0,media
BMW 5,BMW,5,7,38000,distribuidor,Diesel,Automatic,18.84,1995,184.0,5,2075000,83000.0,media
Hyundai i20,Hyundai,i20,4,16000,distribuidor,Petrol,Manual,18.5,1197,80.0,5,540000,21600.0,media
Hyundai Grand,Hyundai,Grand,6,67000,distribuidor,Petrol,Automatic,18.9,1197,82.0,5,540000,21600.0,media
Maruti Ertiga,Maruti,Ertiga,2,15439,distribuidor,Petrol,Manual,19.01,1462,103.26,7,980000,39200.0,grande
Maruti Alto,Maruti,Alto,7,10000,particular,Petrol,Manual,22.74,796,47.3,5,320000,12800.0,media
Hyundai i10,Hyundai,i10,5,57000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,375000,15000.0,media
Hyundai i20,Hyundai,i20,6,70000,particular,Diesel,Manual,22.54,1396,88.73,5,440000,17600.0,media
Chevrolet Sail,Chevrolet,Sail,8,75000,distribuidor,Petrol,Manual,18.2,1199,82.4,5,299000,11960.0,media
Renault Scala,Renault,Scala,7,76000,particular,Diesel,Manual,21.64,1461,84.8,5,400000,16000.0,media
Hyundai i20,Hyundai,i20,6,63239,distribuidor,Diesel,Manual,22.54,1396,88.73,5,650000,26000.0,media
Maruti Swift,Maruti,Swift,4,30000,particular,Petrol,Manual,20.4,1197,81.8,5,435000,17400.0,media
Toyota Camry,Toyota,Camry,6,60000,distribuidor,Petrol,Automatic,19.16,2487,214.5,5,2350000,94000.0,media
Hyundai Grand,Hyundai,Grand,6,25000,distribuidor,Petrol,Manual,18.9,1197,82.0,5,475000,19000.0,media
Ford Ecosport,Ford,Ecosport,8,80150,distribuidor,Petrol,Manual,15.8,1499,110.0,5,500000,20000.0,media
Maruti Ertiga,Maruti,Ertiga,9,140000,particular,Diesel,Manual,20.77,1248,88.76,7,500000,20000.0,grande
Hyundai EON,Hyundai,EON,3,14000,distribuidor,Petrol,Manual,21.1,814,55.2,5,390000,15600.0,media
Maruti Ciaz,Maruti,Ciaz,2,50000,particular,Diesel,Manual,28.09,1248,88.5,5,825000,33000.0,media
Maruti Celerio,Maruti,Celerio,3,15000,distribuidor,Petrol,Automatic,21.63,998,67.04,5,570000,22800.0,media
Maruti Baleno,Maruti,Baleno,4,57000,particular,Petrol,Manual,21.4,1197,83.1,5,625000,25000.0,media
Mahindra Xylo,Mahindra,Xylo,6,24970,distribuidor,Diesel,Manual,14.02,2179,118.3,7,530000,21200.0,grande
Maruti Wagon R,Maruti,Wagon R,3,27823,distribuidor confiável,CNG,Manual,32.52,998,58.33,5,425000,17000.0,media
Ford Ecosport,Ford,Ecosport,4,27000,particular,Petrol,Manual,15.85,1499,110.4,5,870000,34800.0,media
Maruti Ertiga,Maruti,Ertiga,4,49000,distribuidor,CNG,Manual,17.5,1373,80.46,7,825000,33000.0,grande
Chevrolet Aveo,Chevrolet,Aveo,11,40000,particular,Petrol,Manual,14.7,1150,76.0,5,150000,6000.0,media
Maruti Ertiga,Maruti,Ertiga,2,15000,particular,Petrol,Manual,19.34,1462,103.0,7,920000,36800.0,grande
Maruti Swift,Maruti,Swift,3,9500,distribuidor,Petrol,Manual,22.0,1197,81.8,5,799000,31960.0,media
Honda City,Honda,City,13,100000,particular,Petrol,Automatic,17.0,1497,118.0,5,200000,8000.0,media
Datsun GO,Datsun,GO,4,50000,particular,Petrol,Manual,20.63,1198,67.06,5,315000,12600.0,media
Ford Endeavour,Ford,Endeavour,3,41000,distribuidor,Diesel,Automatic,10.91,3198,197.0,7,3200000,128000.0,grande
Hyundai i20,Hyundai,i20,2,13230,distribuidor,Petrol,Manual,18.6,1197,81.86,5,772000,30880.0,media
Skoda Rapid,Skoda,Rapid,7,50000,distribuidor,Diesel,Automatic,21.66,1498,103.52,5,580000,23200.0,media
Jeep Compass,Jeep,Compass,3,67000,distribuidor,Diesel,Manual,17.1,1956,170.0,5,1740000,69600.0,media
Mahindra XUV500,Mahindra,XUV500,7,30000,particular,Diesel,Manual,15.1,2179,140.0,7,950000,38000.0,grande
Hyundai i20,Hyundai,i20,5,49000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,695000,27800.0,media
Mahindra Bolero,Mahindra,Bolero,15,120000,particular,Diesel,Manual,13.6,2523,63.0,7,240000,9600.0,grande
Volkswagen Polo,Volkswagen,Polo,4,55000,distribuidor,Petrol,Manual,16.2,1199,74.0,5,675000,27000.0,media
Honda City,Honda,City,12,65000,distribuidor,Petrol,Manual,17.0,1497,118.0,5,299000,11960.0,media
Mahindra Marazzo,Mahindra,Marazzo,2,5000,particular,Diesel,Manual,17.3,1497,121.0,7,980000,39200.0,grande
Ford Figo,Ford,Figo,4,17000,distribuidor,Petrol,Manual,18.16,1196,86.8,5,485000,19400.0,media
Ford Figo,Ford,Figo,11,35500,distribuidor,Petrol,Manual,15.6,1196,70.0,5,271000,10840.0,media
Chevrolet Beat,Chevrolet,Beat,9,90000,particular,Diesel,Manual,25.44,936,57.6,5,160000,6400.0,media
Volkswagen Polo,Volkswagen,Polo,6,61500,distribuidor,Petrol,Manual,16.2,1199,74.0,5,498000,19920.0,media
Maruti Alto,Maruti,Alto,10,59455,distribuidor,Petrol,Manual,19.7,796,46.3,5,175000,7000.0,media
Maruti Swift,Maruti,Swift,9,110000,particular,Diesel,Manual,22.9,1248,74.0,5,440000,17600.0,media
Renault KWID,Renault,KWID,5,64000,particular,Petrol,Manual,25.17,799,53.3,5,300000,12000.0,media
Mahindra XUV500,Mahindra,XUV500,8,105000,distribuidor,Diesel,Manual,16.0,2179,140.0,7,525000,21000.0,grande
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,149500,distribuidor,Diesel,Automatic,14.84,2143,170.0,5,1565000,62600.0,media
Honda City,Honda,City,11,65000,distribuidor,Petrol,Manual,17.0,1497,118.0,5,295000,11800.0,media
Hyundai Xcent,Hyundai,Xcent,4,21941,distribuidor,Petrol,Manual,19.1,1197,82.0,5,585000,23400.0,media
Hyundai Grand,Hyundai,Grand,4,5800,particular,Petrol,Automatic,18.9,1197,82.0,5,525000,21000.0,media
Hyundai i10,Hyundai,i10,9,30000,distribuidor,Petrol,Automatic,16.95,1197,78.9,5,332000,13280.0,media
Maruti Alto,Maruti,Alto,9,52865,distribuidor,Petrol,Manual,23.95,998,67.05,5,245000,9800.0,media
Datsun GO,Datsun,GO,6,450000,particular,Petrol,Manual,20.63,1198,67.0,5,295000,11800.0,media
Maruti Ciaz,Maruti,Ciaz,4,31000,distribuidor,Petrol,Manual,20.73,1373,91.1,5,785000,31400.0,media
Kia Seltos,Kia,Seltos,2,6000,distribuidor,Petrol,Manual,16.8,1497,113.4,5,1425000,57000.0,media
Honda City,Honda,City,7,190000,particular,Diesel,Manual,25.1,1498,98.6,5,550000,22000.0,media
Ford Ecosport,Ford,Ecosport,3,25592,distribuidor,Petrol,Automatic,14.8,1497,121.36,5,1095000,43800.0,media
Mahindra KUV,Mahindra,KUV,4,35000,particular,Petrol,Manual,18.15,1198,82.0,5,350000,14000.0,media
Mahindra Verito,Mahindra,Verito,10,130000,distribuidor,Diesel,Manual,21.0,1461,64.1,5,175000,7000.0,media
Hyundai Grand,Hyundai,Grand,4,12000,distribuidor,Petrol,Automatic,18.9,1197,82.0,5,625000,25000.0,media
Chevrolet Beat,Chevrolet,Beat,11,65000,distribuidor,Petrol,Manual,18.6,1199,79.4,5,234000,9360.0,media
Maruti Ertiga,Maruti,Ertiga,5,56000,particular,Diesel,Manual,24.52,1248,88.5,7,975000,39000.0,grande
Hyundai Grand,Hyundai,Grand,6,46900,distribuidor,Petrol,Automatic,18.9,1197,82.0,5,461000,18440.0,media
Mahindra Marazzo,Mahindra,Marazzo,3,36000,distribuidor,Diesel,Manual,17.3,1497,121.0,7,1085000,43400.0,grande
Maruti Vitara,Maruti,Vitara,2,23995,distribuidor,Diesel,Automatic,24.3,1248,88.5,5,1100000,44000.0,media
Maruti Vitara,Maruti,Vitara,4,76000,distribuidor,Diesel,Manual,24.3,1248,88.5,5,850000,34000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,20000,particular,Petrol,Manual,20.85,1197,83.14,5,575000,23000.0,media
Toyota Corolla,Toyota,Corolla,7,64000,distribuidor,Petrol,Automatic,14.28,1798,138.03,5,851000,34040.0,media
Maruti Vitara,Maruti,Vitara,4,31343,distribuidor,Diesel,Manual,24.3,1248,88.5,5,925000,37000.0,media
Mini Cooper,Mini,Cooper,8,30000,distribuidor,Petrol,Automatic,13.6,1598,181.0,4,2300000,92000.0,media
Honda Mobilio,Honda,Mobilio,5,80000,particular,Diesel,Manual,24.2,1498,98.6,7,665000,26600.0,grande
Hyundai EON,Hyundai,EON,9,35000,particular,Petrol,Manual,21.1,814,55.2,5,250000,10000.0,media
Maruti Ertiga,Maruti,Ertiga,7,35000,particular,Diesel,Manual,20.77,1248,88.76,7,725000,29000.0,grande
Volkswagen Polo,Volkswagen,Polo,6,58000,distribuidor,Diesel,Manual,20.14,1498,88.8,5,625000,25000.0,media
Nissan Micra,Nissan,Micra,4,40787,distribuidor,Petrol,Automatic,19.34,1198,75.94,5,5900000,236000.0,media
Toyota Innova,Toyota,Innova,9,90000,distribuidor,Diesel,Manual,12.99,2494,100.0,7,575000,23000.0,grande
Toyota Glanza,Toyota,Glanza,2,10000,particular,Petrol,Manual,21.01,1197,81.8,5,750000,30000.0,media
Honda City,Honda,City,11,178000,particular,Petrol,Manual,17.0,1497,118.0,5,260000,10400.0,media
Honda City,Honda,City,5,70000,distribuidor,Petrol,Manual,17.8,1497,117.3,5,700000,28000.0,media
Maruti Swift,Maruti,Swift,4,25000,distribuidor,Petrol,Manual,20.4,1197,81.8,5,415000,16600.0,media
Hyundai Grand,Hyundai,Grand,4,50000,particular,Diesel,Manual,24.0,1186,73.97,5,450000,18000.0,media
Volkswagen Polo,Volkswagen,Polo,6,52000,distribuidor,Petrol,Automatic,17.21,1197,103.5,5,645000,25800.0,media
Maruti Ertiga,Maruti,Ertiga,8,38000,particular,Diesel,Manual,20.77,1248,88.8,7,650000,26000.0,grande
Hyundai Grand,Hyundai,Grand,5,32100,distribuidor,Petrol,Manual,18.9,1197,82.0,5,495000,19800.0,media
Maruti Wagon R,Maruti,Wagon R,4,27500,particular,Petrol,Manual,20.51,998,67.04,5,440000,17600.0,media
Hyundai i10,Hyundai,i10,12,70000,distribuidor,Petrol,Automatic,16.95,1197,78.9,5,225000,9000.0,media
Hyundai i20,Hyundai,i20,8,52000,distribuidor,Petrol,Manual,18.5,1197,82.9,5,345000,13800.0,media
Ford Figo,Ford,Figo,10,76500,distribuidor,Diesel,Manual,20.0,1399,68.05,5,235000,9400.0,media
Mahindra XUV500,Mahindra,XUV500,3,9000,particular,Diesel,Manual,15.1,2179,152.87,7,1625000,65000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,9,76000,distribuidor,Diesel,Manual,19.3,1248,73.9,5,435000,17400.0,media
Honda City,Honda,City,12,58000,distribuidor,Petrol,Manual,16.8,1497,116.4,5,260000,10400.0,media
Hyundai Grand,Hyundai,Grand,4,50000,particular,Diesel,Manual,24.0,1186,73.97,5,500000,20000.0,media
Honda Mobilio,Honda,Mobilio,7,59619,distribuidor,Petrol,Manual,17.3,1497,117.3,7,575000,23000.0,grande
Maruti Vitara,Maruti,Vitara,3,20000,particular,Diesel,Manual,24.3,1248,88.5,5,870000,34800.0,media
Maruti Alto,Maruti,Alto,3,57000,distribuidor,Petrol,Manual,23.95,998,67.1,5,390000,15600.0,media
Datsun GO,Datsun,GO,6,70000,particular,Petrol,Manual,19.44,1198,67.0,7,350000,14000.0,grande
Toyota Fortuner,Toyota,Fortuner,8,88251,distribuidor,Diesel,Automatic,12.55,2982,168.5,7,1490000,59600.0,grande
Maruti Alto,Maruti,Alto,6,40000,distribuidor,CNG,Manual,32.26,998,58.3,4,260000,10400.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,39500,distribuidor,Petrol,Automatic,22.0,1197,81.8,5,725000,29000.0,media
Maruti Ertiga,Maruti,Ertiga,6,77100,distribuidor,Petrol,Manual,16.02,1373,93.7,7,550000,22000.0,grande
Toyota Innova,Toyota,Innova,4,57000,distribuidor,Diesel,Manual,13.68,2393,147.8,7,1390000,55600.0,grande
Volkswagen Polo,Volkswagen,Polo,7,56000,distribuidor,Petrol,Manual,16.47,1198,74.0,5,335000,13400.0,media
Honda Jazz,Honda,Jazz,3,22000,distribuidor,Petrol,Automatic,18.2,1199,88.7,5,800000,32000.0,media
Hyundai Grand,Hyundai,Grand,5,41473,distribuidor,Petrol,Manual,18.9,1197,82.0,5,550000,22000.0,media
Mahindra XUV500,Mahindra,XUV500,8,49100,particular,Diesel,Manual,15.1,2179,140.0,7,800000,32000.0,grande
Honda WR-V,Honda,WR-V,3,15000,particular,Diesel,Manual,25.5,1498,98.6,5,790000,31600.0,media
Ford Figo,Ford,Figo,5,97000,distribuidor,Diesel,Manual,25.83,1498,99.0,5,475000,19000.0,media
Jaguar XF,Jaguar,XF,6,49000,distribuidor,Diesel,Automatic,16.36,2179,187.7,5,2650000,106000.0,media
Toyota Innova,Toyota,Innova,3,30000,distribuidor,Diesel,Automatic,11.36,2755,171.5,7,2250000,90000.0,grande
Volkswagen Polo,Volkswagen,Polo,6,43000,distribuidor,Petrol,Manual,17.24,1198,73.9,5,600000,24000.0,media
Hyundai Verna,Hyundai,Verna,7,65694,distribuidor,Petrol,Manual,17.01,1591,121.3,5,510000,20400.0,media
Maruti Swift,Maruti,Swift,2,18000,distribuidor,Petrol,Manual,21.21,1197,81.8,5,740000,29600.0,media
BMW 3,BMW,3,6,45833,distribuidor,Diesel,Automatic,19.59,1995,187.74,5,2700000,108000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,2,10450,distribuidor,Diesel,Automatic,28.4,1248,74.02,5,850000,34000.0,media
Ford Ecosport,Ford,Ecosport,2,11458,distribuidor,Diesel,Manual,21.7,1498,98.96,5,990000,39600.0,media
Volkswagen Vento,Volkswagen,Vento,10,79000,distribuidor,Diesel,Manual,20.54,1598,103.6,5,349000,13960.0,media
Mini Cooper,Mini,Cooper,3,22000,distribuidor,Petrol,Automatic,17.33,1998,189.08,4,3875000,155000.0,media
Volkswagen Polo,Volkswagen,Polo,5,63000,distribuidor,Diesel,Manual,20.14,1498,88.0,5,645000,25800.0,media
Nissan Terrano,Nissan,Terrano,7,56227,distribuidor,Diesel,Manual,20.45,1461,83.8,5,520000,20800.0,media
Maruti Swift,Maruti,Swift,2,25000,particular,Petrol,Manual,21.21,1197,81.8,5,475000,19000.0,media
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,20000,distribuidor,Diesel,Automatic,13.5,2987,254.79,5,5675000,227000.0,media
Mahindra Xylo,Mahindra,Xylo,4,120000,particular,Diesel,Manual,14.95,2489,93.7,7,475000,19000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,4,23600,distribuidor,Diesel,Automatic,28.4,1248,74.02,5,775000,31000.0,media
Datsun RediGO,Datsun,RediGO,3,15000,particular,Petrol,Manual,22.5,999,68.0,5,285000,11400.0,media
Hyundai Xcent,Hyundai,Xcent,7,48000,distribuidor,Petrol,Manual,19.1,1197,82.0,5,425000,17000.0,media
Maruti Alto,Maruti,Alto,5,40000,particular,Petrol,Manual,23.95,998,67.05,5,350000,14000.0,media
Ford Figo,Ford,Figo,6,59000,distribuidor,Diesel,Manual,20.0,1399,68.05,5,410000,16400.0,media
Maruti Ciaz,Maruti,Ciaz,2,20000,particular,Petrol,Manual,21.56,1462,103.25,5,820000,32800.0,media
Ford Ecosport,Ford,Ecosport,7,58100,distribuidor,Diesel,Manual,22.7,1498,89.84,5,450000,18000.0,media
Hyundai EON,Hyundai,EON,10,40000,particular,Petrol,Manual,22.0,814,55.0,5,163000,6520.0,media
Ford Aspire,Ford,Aspire,6,90000,particular,Diesel,Manual,25.83,1498,99.0,5,480000,19200.0,media
Hyundai Grand,Hyundai,Grand,4,11700,particular,Diesel,Manual,24.0,1186,73.97,5,580000,23200.0,media
Fiat Grande,Fiat,Grande,7,110000,particular,Diesel,Manual,21.2,1248,75.0,5,350000,14000.0,media
Maruti Alto,Maruti,Alto,17,110000,particular,Petrol,Manual,19.7,796,46.3,5,45000,1800.0,media
Ford Figo,Ford,Figo,7,60000,distribuidor,Diesel,Manual,20.0,1399,68.05,5,210000,8400.0,media
Hyundai i10,Hyundai,i10,10,40300,distribuidor,Petrol,Manual,20.36,1197,78.9,5,335000,13400.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,59500,particular,Diesel,Manual,23.4,1248,74.0,5,560000,22400.0,media
Hyundai Xcent,Hyundai,Xcent,5,60000,particular,Petrol,Manual,19.1,1197,82.0,5,400000,16000.0,media
BMW 5,BMW,5,2,10500,distribuidor,Diesel,Automatic,22.48,1995,187.74,5,5000000,200000.0,media
Honda Amaze,Honda,Amaze,7,97000,particular,Diesel,Manual,25.8,1498,98.6,5,400000,16000.0,media
Audi A4,Audi,A4,8,52000,distribuidor,Petrol,Automatic,15.64,1798,167.62,5,1400000,56000.0,media
Mahindra KUV100,Mahindra,KUV100,3,15000,particular,Diesel,Manual,25.32,1198,77.0,6,500000,20000.0,grande
Maruti Ertiga,Maruti,Ertiga,8,81754,distribuidor,Diesel,Manual,20.77,1248,88.76,7,670000,26800.0,grande
